gioitinh;sothich;nganh;nguyennhan;dtbT;dtbVL;dtbHH;dtbTA;dtbNV;dtbLS;dtbDL;nguonthongtin;donoitieng;tgtimhieu
NAM;DU LỊCH VÀ QUẢN LÝ DU LỊCH;QUẢN TRỊ KINH DOANH;SỞ THÍCH;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;DƯỚI 5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;4;4
NỮ;DU LỊCH, THỂ THAO, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;SƯ PHẠM TOÁN HỌC;SỞ THÍCH;TỪ 9 - 10;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;THẦY CÔ - BẠN BÈ, INTERNET, MẠNG XÃ HỘI, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;5;5
NAM;DU LỊCH, THỂ THAO, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;HỆ THỐNG THÔNG TIN;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;INTERNET, MẠNG XÃ HỘI;4;5
NỮ;DU LỊCH VÀ QUẢN LÝ DU LỊCH;TÀI CHÍNH - NGÂN HÀNG;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;GIA ĐÌNH, INTERNET;3;3
NỮ;ĐỌC SÁNH, DU LỊCH, THỜI TRANG;TÀI CHÍNH - NGÂN HÀNG;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 9 - 10;THẦY CÔ - BẠN BÈ, INTERNET;3;3
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC;KINH TẾ QUỐC TẾ;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;INTERNET, MẠNG XÃ HỘI;4;3
NỮ;DU LỊCH, PHIM ẢNH, THỜI TRANG;LUẬT KINH TẾ;NĂNG LỰC BẢN THÂN;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;INTERNET;3;4
NAM;THỂ THAO ĐIỆN TỬ, PHIM ẢNH, ÂM NHẠC;KỸ THUẬT PHẦN MỀM;SỞ THÍCH;TỪ 9 - 10;TỪ 9 - 10;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 9 - 10;THẦY CÔ - BẠN BÈ, INTERNET, MẠNG XÃ HỘI;4;4
NAM;THỂ THAO, ÂM NHẠC;ĐIỀU KHIỂN TỰ ĐỘNG HÓA;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;THẦY CÔ - BẠN BÈ, INTERNET, MẠNG XÃ HỘI;4;4
NỮ;ĐỌC SÁNH, DU LỊCH, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;KẾ TOÁN;NGUYỆN VỌNG CỦA GIA ĐÌNH;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;GIA ĐÌNH;2;1
NỮ;ĐỌC SÁNH, THỂ THAO, PHIM ẢNH;HỆ THỐNG THÔNG TIN;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;INTERNET, MẠNG XÃ HỘI;4;3
NỮ;DU LỊCH, ÂM NHẠC, THỜI TRANG;TÀI CHÍNH - NGÂN HÀNG;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;MẠNG XÃ HỘI;5;1
NỮ;DU LỊCH, ÂM NHẠC, THỜI TRANG;TÀI CHÍNH - NGÂN HÀNG;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;MẠNG XÃ HỘI;5;1
NAM;DU LỊCH, THỂ THAO, PHIM ẢNH, ÂM NHẠC, THỜI TRANG, HỘI HỌA - MỸ THUẬT;QUẢN TRỊ KINH DOANH;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;GIA ĐÌNH, INTERNET;3;4
NAM;DU LỊCH, THỂ THAO, ÂM NHẠC;QUẢN LÝ TÀI NGUYÊN VÀ MÔI TRƯỜNG;NGUYỆN VỌNG CỦA GIA ĐÌNH;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;MẠNG XÃ HỘI;5;4
NAM;ĐỌC SÁNH, THỂ THAO ĐIỆN TỬ, ÂM NHẠC;MẠNG MÁY TÍNH VÀ TRUYỀN THÔNG;SỞ THÍCH;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET, MẠNG XÃ HỘI, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;5;5
NAM;DU LỊCH, THỂ THAO, ÂM NHẠC;CÔNG NGHỆ Ô TÔ;NĂNG LỰC BẢN THÂN;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;THẦY CÔ - BẠN BÈ, INTERNET, MẠNG XÃ HỘI;4;5
NỮ;PHIM ẢNH, ÂM NHẠC, HỘI HỌA - MỸ THUẬT;THIẾT KẾ ĐỒ HỌA;NĂNG LỰC BẢN THÂN;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;4;3
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC;Y HỌC CỔ TRUYỀN;NGUYỆN VỌNG CỦA GIA ĐÌNH;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 9 - 10;INTERNET, MẠNG XÃ HỘI;4;3
NỮ;ĐỌC SÁNH, DU LỊCH, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;KINH TẾ HỌC;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET, MẠNG XÃ HỘI, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;3;3
NAM;ĐỌC SÁNH, PHIM ẢNH, ÂM NHẠC;KINH TẾ QUỐC TẾ;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;INTERNET;2;3
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC;Y KHOA;SỞ THÍCH;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;GIA ĐÌNH, INTERNET, MẠNG XÃ HỘI;5;4
NAM;DU LỊCH, THỂ THAO, THỂ THAO ĐIỆN TỬ, PHIM ẢNH;ĐIỀU KHIỂN TỰ ĐỘNG HÓA;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;INTERNET, MẠNG XÃ HỘI;4;3
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;Y HỌC CỔ TRUYỀN;NĂNG LỰC BẢN THÂN;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET, MẠNG XÃ HỘI;3;3
NAM;DU LỊCH, THỂ THAO, THỂ THAO ĐIỆN TỬ, PHIM ẢNH, ÂM NHẠC;ĐIỀU KHIỂN TỰ ĐỘNG HÓA;SỞ THÍCH;TỪ 9 - 10;TỪ 9 - 10;TỪ 9 - 10;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 9 - 10;INTERNET;4;5
NỮ;DU LỊCH, THỂ THAO, PHIM ẢNH, ÂM NHẠC;QUẢN TRỊ DỊCH VỤ DU LỊCH VÀ LỮ HÀNH;NĂNG LỰC BẢN THÂN;TỪ 9 - 10;TỪ 9 - 10;TỪ 9 - 10;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 9 - 10;INTERNET;4;3
NỮ;ĐỌC SÁNH, DU LỊCH;Y HỌC CỔ TRUYỀN;SỞ THÍCH;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;THẦY CÔ - BẠN BÈ, INTERNET;5;4
NAM;DU LỊCH, PHIM ẢNH, ÂM NHẠC;NGÔN NGỮ ANH;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;THẦY CÔ - BẠN BÈ, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;2;3
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC;TÀI CHÍNH - NGÂN HÀNG;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;GIA ĐÌNH, INTERNET, MẠNG XÃ HỘI;4;4
NỮ;ĐỌC SÁNH, PHIM ẢNH, ÂM NHẠC;NGÔN NGỮ ANH;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;GIA ĐÌNH, INTERNET;2;3
NAM;THỂ THAO, ÂM NHẠC;KỸ THUẬT MÁY TÍNH;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 9 - 10;INTERNET, MẠNG XÃ HỘI;5;4
NỮ;ĐỌC SÁNH, DU LỊCH, THỂ THAO, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;Y HỌC CỔ TRUYỀN;SỞ THÍCH;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;GIA ĐÌNH, THẦY CÔ - BẠN BÈ, INTERNET, TÔI ĐẾN TẬN TRƯỜNG ĐH ĐỂ TÌM HIỂU THÔNG TIN;5;5
NAM;THỂ THAO, THỂ THAO ĐIỆN TỬ;KỸ THUẬT XÂY DỰNG;NĂNG LỰC BẢN THÂN;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;INTERNET, MẠNG XÃ HỘI;5;5
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC;Y ĐA KHOA;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;GIA ĐÌNH, THẦY CÔ - BẠN BÈ, INTERNET, MẠNG XÃ HỘI;3;5
NỮ;ĐỌC SÁNH, DU LỊCH, ÂM NHẠC;SƯ PHẠM TOÁN HỌC;SỞ THÍCH;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;GIA ĐÌNH, THẦY CÔ - BẠN BÈ, INTERNET;4;4
NAM;THỂ THAO, PHIM ẢNH, ÂM NHẠC;DƯỢC HỌC;NGUYỆN VỌNG CỦA GIA ĐÌNH;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;DƯỚI 5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;GIA ĐÌNH;1;2
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC;SƯ PHẠM TOÁN HỌC;NĂNG LỰC BẢN THÂN;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET, MẠNG XÃ HỘI;4;4
NAM;THỂ THAO, THỂ THAO ĐIỆN TỬ;Y KHOA;NGUYỆN VỌNG CỦA GIA ĐÌNH;TỪ 8 -  DƯỚI 9;TỪ 5 - DƯỚI 6.5;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;GIA ĐÌNH;3;3
NAM;DU LỊCH, THỂ THAO, THỂ THAO ĐIỆN TỬ, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;SƯ PHẠM TOÁN HỌC;NGUYỆN VỌNG CỦA GIA ĐÌNH;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;INTERNET;1;1
NAM;DU LỊCH, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;Y KHOA;NGUYỆN VỌNG CỦA GIA ĐÌNH;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;THẦY CÔ - BẠN BÈ, INTERNET;5;3
NAM;DU LỊCH, THỂ THAO ĐIỆN TỬ, PHIM ẢNH, ÂM NHẠC;DU LỊCH VÀ QUẢN LÝ DU LỊCH;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 9 - 10;THẦY CÔ - BẠN BÈ;5;5
NAM;DU LỊCH, THỂ THAO, THỂ THAO ĐIỆN TỬ, ÂM NHẠC;ĐIỀU KHIỂN TỰ ĐỘNG HÓA;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;3;3
NỮ;DU LỊCH, ÂM NHẠC, THỜI TRANG;Y ĐA KHOA;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;GIA ĐÌNH, THẦY CÔ - BẠN BÈ, INTERNET, MẠNG XÃ HỘI;4;3
NAM;DU LỊCH, PHIM ẢNH, ÂM NHẠC;Y KHOA;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;GIA ĐÌNH, THẦY CÔ - BẠN BÈ, MẠNG XÃ HỘI;3;4
NAM;DU LỊCH, THỂ THAO, PHIM ẢNH, ÂM NHẠC;CÔNG NGHỆ KỸ THUẬT IN;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;INTERNET, MẠNG XÃ HỘI;5;3
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC;Y KHOA;SỞ THÍCH;TỪ 9 - 10;TỪ 9 - 10;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;THẦY CÔ - BẠN BÈ;4;3
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;SƯ PHẠM TOÁN HỌC;SỞ THÍCH;TỪ 9 - 10;TỪ 9 - 10;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;GIA ĐÌNH, THẦY CÔ - BẠN BÈ, INTERNET, MẠNG XÃ HỘI, TÔI ĐẾN TẬN TRƯỜNG ĐH ĐỂ TÌM HIỂU THÔNG TIN, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;5;5
NAM;PHIM ẢNH, ÂM NHẠC;KỸ THUẬT PHẦN MỀM;NĂNG LỰC BẢN THÂN;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 9 - 10;GIA ĐÌNH;1;5
NỮ;ĐỌC SÁNH, DU LỊCH, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;ĐÔNG PHƯƠNG HỌC;SỞ THÍCH;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;INTERNET, MẠNG XÃ HỘI;3;4
NỮ;ĐỌC SÁNH, DU LỊCH, THỂ THAO ĐIỆN TỬ, ÂM NHẠC, THỜI TRANG;Y ĐA KHOA;NĂNG LỰC BẢN THÂN;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;GIA ĐÌNH, THẦY CÔ - BẠN BÈ, INTERNET, MẠNG XÃ HỘI;4;5
NAM;ĐỌC SÁNH, DU LỊCH, THỂ THAO, PHIM ẢNH;KỸ THUẬT XÂY DỰNG;SỞ THÍCH;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;INTERNET;5;5
NỮ;THỂ THAO, PHIM ẢNH, ÂM NHẠC;Y HỌC SỨC KHỎE;NGUYỆN VỌNG CỦA GIA ĐÌNH;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;GIA ĐÌNH;4;3
NỮ;ĐỌC SÁNH, THỂ THAO, ÂM NHẠC;Y ĐA KHOA;SỞ THÍCH;TỪ 9 - 10;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 5 - DƯỚI 6.5;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;THẦY CÔ - BẠN BÈ, INTERNET, TÔI ĐẾN TẬN TRƯỜNG ĐH ĐỂ TÌM HIỂU THÔNG TIN;5;5
NAM;DU LỊCH, THỂ THAO ĐIỆN TỬ, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;TÀI CHÍNH - NGÂN HÀNG;SỞ THÍCH;TỪ 9 - 10;TỪ 9 - 10;TỪ 9 - 10;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;GIA ĐÌNH, THẦY CÔ - BẠN BÈ, INTERNET, MẠNG XÃ HỘI;2;2
NỮ;ĐỌC SÁNH, DU LỊCH, THỂ THAO, THỂ THAO ĐIỆN TỬ, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;Y ĐA KHOA;NGUYỆN VỌNG CỦA GIA ĐÌNH;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;GIA ĐÌNH;3;1
